early_vx,early_vy,spin,flick_speed,target_zone,x_final,y_final
-6.810364592390954,3.341786488733682,32.95585311974416,23.87250803946721,6,-3.17601457108111,0.5396947690033805
6.581242916992401,3.900410766583392,-28.493594113190955,25.070273541179183,5,2.9386285425447283,0.8380096475352105
-3.903912728624244,6.999216004042977,-18.789377382176227,27.578417039622476,0,-1.7294583572138926,2.1828189934941986
2.211716609786438,3.1766158615118614,-12.02743410356775,25.250911490229925,7,0.9399264339038044,0.5322407977557928
1.805544939105114,2.2504987805634316,-29.652828868143764,28.24395105419912,7,0.6076053651996401,0.22670329903442224
-3.882993177004096,2.7581304743201054,-5.3862755634358805,29.257669003984326,6,-1.5238961654523056,0.43990282829158606
-7.4815370863499675,6.710966874231115,36.83883618709038,24.591021498344286,0,-3.5413067435369974,2.193181317503577
0.953645601407594,3.620576023230031,24.76195410250031,31.94230277435325,7,0.4135898188179991,0.7818273501229254
-2.2220103558576403,4.4797157728291,-12.892200597576966,30.732705368095306,4,-0.8637546868618329,1.0965475867439456
-4.330310783624693,7.1823920831404955,27.197728267863567,24.94690853632155,0,-1.9332913021318412,2.3854829274617564
5.356970983268477,2.5257494449255917,-34.57178464273832,26.296763601713593,8,2.183060070161611,0.26913786903624604
-3.7378433340828283,5.014692472010667,12.380172421969178,30.002200940443707,3,-1.3709080190242986,1.3046739907109182
5.172380505210945,7.354787189943095,-0.5583963272048322,31.109844619083027,2,1.9503741199096474,2.1848196822725248
0.4245157526724788,6.0413785197680445,-35.289771570602596,23.12653269629449,1,0.04561007264661549,1.8698514085434659
8.112672723662051,4.264432431684328,22.999602468874386,27.71354223971342,5,3.563838604535906,1.0209618252274317
-5.413801907004242,2.5553694001468648,-30.4900841471396,25.6315858032581,6,-2.5498171649425236,0.2534964787423668
6.026441465590259,3.63777623934952,3.540801772408564,31.75251878311605,8,2.1781853439714163,0.7865356996144287
-5.36233562100951,6.023772238438159,32.46575249307091,31.301364840859947,0,-1.8664160369686034,1.6643828934468432
-7.5544444781762055,5.1341697305789955,-15.91173611813203,32.7794460527939,3,-2.72954136826319,1.3161905056676106
-4.27059448781733,2.1554088864068515,0.24111209059753236,28.521819058464313,6,-1.6935172778649865,0.18873110581140776
-8.918488810049453,4.549666213653157,-23.439429839972483,32.703370618196764,3,-3.2775035366057024,1.112091897590891
-7.065429933036376,6.638407316702816,-23.215025563964964,33.3588257165894,0,-2.5456540764839284,1.8351599010096893
0.21100245356221867,4.036970447731772,-29.30702138955077,28.77063054884982,4,-0.023866607396300133,0.9358920903639582
3.7508283588107068,5.622104018967365,-32.6231150268606,32.139014092167656,5,1.2252806503483977,1.4912561850207495
-3.1153176716127464,2.9130756174047963,33.9605418042883,31.564244764770894,7,-0.9966538165218857,0.5303087816026184
0.617921871054992,4.19554448725965,35.74941821579941,23.36037323734455,4,0.4632321142136207,0.9638153937818319
2.852190748525673,2.6277045861814403,35.869876967437136,23.955620753762055,8,1.5024597529582473,0.23630056030022115
2.127345166263163,1.883408153799969,14.715159219725024,23.20741960664163,7,1.099350289375197,0.1567040581217859
2.991558220029898,4.0139833873893425,-23.647582125287993,29.58574177159827,4,1.0617324522928067,0.9265485437725797
-4.666513588018461,4.206450567404309,-9.621204779991565,32.38154180481124,3,-1.665877644823543,0.9863884848585858
7.77498467086418,8.045641879347722,0.23733837946728897,32.05384246100678,2,2.8962509001353203,2.423447454459807
1.544650720090912,6.6838450182972124,20.020690373535473,24.980845775774686,1,0.807535649447433,2.1353078804902657
-4.37995183625853,2.0304416811759047,-29.060038853365597,28.87779989516227,6,-1.822930795734893,0.14866703263030243
6.98019019635308,4.93908938158066,5.112113621251517,25.2485486401665,5,3.3008659607380015,1.320083248814197
-2.7582733255347396,4.700480690019397,27.910205521126272,30.624921908748757,4,-0.9234965510998359,1.178322264184026
7.710899781466554,5.14535995577001,-36.541625414321786,27.443547513596247,5,3.1870470864621336,1.4010275461595212
1.5580968285157606,2.1470622358757634,3.838017123681894,26.805955817194057,7,0.6625504696412939,0.14747501796894263
6.411451840184168,5.369562907503049,2.001893404932396,24.789733099047517,5,3.0796140268888053,1.5259457986774358
5.3218660921235985,3.93074369196977,-37.31872815056088,29.039979063762082,5,1.9515813552515626,0.8935783106582765
-8.884285287788643,7.060595809362503,12.368691134838592,29.74881104087421,0,-3.5474497577797734,2.152921177089322
5.826136669482674,4.47858148749352,-37.93892567919606,27.448848293612876,5,2.296574776849033,1.114833071557947
-1.8279005988996644,3.5136423922157873,-22.47813916518642,23.92760424863495,7,-0.9607651299592338,0.6538370931489991
-1.5763158356544482,4.25091649914225,23.206149941793214,25.998684529833145,4,-0.5904055114005786,1.0184382058346977
-0.17151354833230711,6.495184109785658,-5.953351568582427,24.669682842677428,1,-0.10718518250928577,2.0552321051793863
3.1645749416039735,3.4113660800927317,12.817735038568408,23.211933374663392,8,1.6082791045248206,0.5753725406219345
-9.37825865481594,7.592427315183308,6.792676008829105,33.72722252048862,0,-3.2967949073411353,2.1836916453247937
8.791870289377846,5.614008707056339,36.48155777604573,33.34097597911429,5,3.2318782924177984,1.4845583894112362
